tag,t,label,occupancy,top_row,spread,head_mm,dist_mm,slump,recline,drowsy,nod_rate,phi,delta
,1785.697,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.701,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.706,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.710,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.714,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.719,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.740,UPRIGHT,0.6861,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,0.890,0.000
,1785.744,UPRIGHT,0.6861,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.749,UPRIGHT,0.6861,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.756,UPRIGHT,0.6861,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.772,UPRIGHT,0.6861,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.778,UPRIGHT,0.6861,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.783,UPRIGHT,0.6861,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.803,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,0.860,0.000
,1785.810,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.816,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.821,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.833,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.839,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.843,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.848,UPRIGHT,0.6874,0.0000,1.0000,245.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.853,UPRIGHT,0.6301,0.0000,1.0000,259.2,16.7,0.000,0.000,0.000,0.00,0.000,0.000
,1785.856,UPRIGHT,0.6301,0.0000,1.0000,259.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.864,UPRIGHT,0.6301,0.0000,1.0000,259.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.868,UPRIGHT,0.6301,0.0000,1.0000,259.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.872,UPRIGHT,0.6301,0.0000,1.0000,259.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.880,UPRIGHT,0.6301,0.0000,1.0000,259.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.884,UPRIGHT,0.6301,0.0000,1.0000,259.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.888,UPRIGHT,0.6301,0.0000,1.0000,259.2,16.7,0.000,0.000,0.000,0.00,1.000,0.000
,1785.895,UPRIGHT,0.6301,0.0000,1.0000,259.2,14.5,0.000,0.000,0.000,0.00,1.000,0.000
,1785.900,UPRIGHT,0.6301,0.0000,1.0000,259.2,12.3,0.000,0.000,0.000,0.00,1.000,0.000
,1785.904,UPRIGHT,0.6301,0.0000,1.0000,259.2,12.3,0.000,0.000,0.000,0.00,1.000,0.000
,1785.909,UPRIGHT,0.6301,0.0000,1.0000,259.2,12.3,0.000,0.000,0.000,0.00,1.000,0.000
,1785.927,UPRIGHT,0.6098,0.0000,1.0000,266.8,12.3,0.000,0.000,0.000,0.00,0.000,0.000
,1785.931,UPRIGHT,0.6098,0.0000,1.0000,266.8,12.3,0.000,0.000,0.000,0.00,1.000,0.000
,1785.942,UPRIGHT,0.6098,0.0000,1.0000,266.8,12.3,0.000,0.000,0.000,0.00,1.000,0.000
,1785.946,UPRIGHT,0.6098,0.0000,1.0000,266.8,12.3,0.000,0.000,0.000,0.00,1.000,0.000
,1785.951,UPRIGHT,0.6098,0.0000,1.0000,266.8,12.3,0.000,0.000,0.000,0.00,1.000,0.000
,1785.955,UPRIGHT,0.6098,0.0000,1.0000,266.8,12.3,0.000,0.000,0.000,0.00,1.000,0.000
,1785.959,UPRIGHT,0.6098,0.0000,1.0000,266.8,12.3,0.000,0.000,0.000,0.00,1.000,0.000
,1785.964,UPRIGHT,0.6098,0.0000,1.0000,266.8,10.2,0.000,0.000,0.000,0.00,1.000,0.000
,1785.968,UPRIGHT,0.6098,0.0000,1.0000,266.8,8.1,0.000,0.000,0.000,0.00,1.000,0.000
,1785.988,UPRIGHT,0.6098,0.0000,1.0000,266.8,8.1,0.000,0.000,0.000,0.00,1.000,0.000
,1785.994,UPRIGHT,0.6098,0.0000,1.0000,266.8,8.1,0.000,0.000,0.000,0.00,1.000,0.000
,1785.999,UPRIGHT,0.6098,0.0000,1.0000,266.8,8.1,0.000,0.000,0.000,0.00,1.000,0.000
,1786.020,UPRIGHT,0.6098,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.025,UPRIGHT,0.6098,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.029,UPRIGHT,0.6098,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.034,UPRIGHT,0.6098,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.039,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,0.236,0.000
,1786.050,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.055,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.059,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.063,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.067,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.072,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.076,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.080,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.084,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.098,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,0.000,0.000
,1786.102,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.106,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.113,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.118,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.122,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.129,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.133,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.137,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.144,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.148,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.152,UPRIGHT,0.6107,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.160,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,0.000,0.000
,1786.164,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.168,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.175,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.190,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.196,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.200,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.206,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.210,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.214,UPRIGHT,0.6777,0.0000,1.0000,221.3,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.221,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,0.000,0.000
,1786.237,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.243,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.247,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.252,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.256,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.260,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.265,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.269,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.283,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.287,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.291,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.299,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.303,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.307,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.314,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.319,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.323,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.331,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.335,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.346,UPRIGHT,0.5904,0.0000,1.0000,292.6,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.351,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,0.588,0.000
,1786.355,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.362,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.366,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.378,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.382,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.387,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.393,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.397,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.402,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.406,UPRIGHT,0.6045,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.424,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,0.787,0.000
,1786.430,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.435,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.455,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.461,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.466,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.470,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.485,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.491,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.496,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.516,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.523,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.528,UPRIGHT,0.6014,0.0000,1.0000,259.2,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.533,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,0.000,0.000
,1786.537,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.546,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.551,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.555,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.562,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.567,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.571,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.577,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.582,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.587,UPRIGHT,0.6883,0.0000,1.0000,216.0,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.591,UPRIGHT,0.6883,0.0000,1.0000,216.0,-3.8,0.000,0.000,0.000,0.00,1.000,0.000
,1786.595,UPRIGHT,0.6045,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,0.000,0.000
,1786.599,UPRIGHT,0.6045,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,1.000,0.000
,1786.608,UPRIGHT,0.6045,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,1.000,0.000
,1786.612,UPRIGHT,0.6045,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,1.000,0.000
,1786.617,UPRIGHT,0.6045,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,1.000,0.000
,1786.621,UPRIGHT,0.6045,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,1.000,0.000
,1786.640,UPRIGHT,0.6045,0.0000,1.0000,266.8,-7.6,0.000,0.000,0.000,0.00,1.000,0.000
,1786.644,UPRIGHT,0.6045,0.0000,1.0000,266.8,-7.6,0.000,0.000,0.000,0.00,1.000,0.000
,1786.649,UPRIGHT,0.6045,0.0000,1.0000,266.8,-7.6,0.000,0.000,0.000,0.00,1.000,0.000
,1786.656,UPRIGHT,0.5935,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,0.184,0.000
,1786.660,UPRIGHT,0.5935,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,1.000,0.000
,1786.665,UPRIGHT,0.5935,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,1.000,0.000
,1786.669,UPRIGHT,0.5935,0.0000,1.0000,266.8,-3.8,0.000,0.000,0.000,0.00,1.000,0.000
,1786.687,UPRIGHT,0.5935,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.692,UPRIGHT,0.5935,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.696,UPRIGHT,0.5935,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.700,UPRIGHT,0.5935,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.719,UPRIGHT,0.5935,0.0000,1.0000,266.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.724,UPRIGHT,0.5692,0.0000,1.0000,297.4,0.0,0.000,0.000,0.000,0.00,0.000,0.000
,1786.729,UPRIGHT,0.5692,0.0000,1.0000,297.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.734,UPRIGHT,0.5692,0.0000,1.0000,297.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.749,UPRIGHT,0.5692,0.0000,1.0000,297.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.754,UPRIGHT,0.5692,0.0000,1.0000,297.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.764,UPRIGHT,0.5692,0.0000,1.0000,297.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.769,UPRIGHT,0.5692,0.0000,1.0000,297.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.773,UPRIGHT,0.5692,0.0000,1.0000,297.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.780,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,0.000,0.000
,1786.784,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.788,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.795,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.800,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.804,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.808,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.812,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.817,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.826,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.830,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.835,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.839,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.844,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.848,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.857,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.873,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.878,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.883,UPRIGHT,0.5485,0.0000,1.0000,302.4,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.904,UPRIGHT,0.5370,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,0.162,0.000
,1786.910,UPRIGHT,0.5370,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.915,UPRIGHT,0.5370,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.934,UPRIGHT,0.5370,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.939,UPRIGHT,0.5370,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.950,UPRIGHT,0.5370,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.955,UPRIGHT,0.5370,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.960,UPRIGHT,0.5370,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.965,UPRIGHT,0.5370,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.969,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,0.000,0.000
,1786.973,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.978,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.982,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.987,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.991,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1786.997,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.001,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.006,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.013,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.018,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.022,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.026,UPRIGHT,0.5163,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.031,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,0.001,0.000
,1787.044,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.048,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.052,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.059,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.063,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.068,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.072,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.091,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.097,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.106,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.121,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.127,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.133,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.153,UPRIGHT,0.5357,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.161,UPRIGHT,0.5344,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,0.772,0.000
,1787.167,UPRIGHT,0.5344,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.183,UPRIGHT,0.5344,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.190,UPRIGHT,0.5344,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.195,UPRIGHT,0.5344,0.0000,1.0000,312.8,0.0,0.000,0.000,0.000,0.00,1.000,0.000
,1787.200,UPRIGHT,0.5344,0.0000,1.0000,312.8,25.8,0.000,0.000,0.000,0.00,1.000,0.000
,1787.204,UPRIGHT,0.5344,0.0000,1.0000,312.8,25.8,0.000,0.000,0.000,0.00,1.000,0.000
,1787.209,UPRIGHT,0.5344,0.0000,1.0000,312.8,25.8,0.000,0.000,0.000,0.00,1.000,0.000
