tag,t,label,occupancy,top_row,spread,head_mm,dist_mm,slump,recline,drowsy,nod_rate,phi,delta
,1774.232,UPRIGHT,0.2500,0.0000,0.9512,504.0,119.2,0.000,0.024,0.000,0.00,0.989,0.011
,1774.236,UPRIGHT,0.2500,0.0000,0.9512,504.0,119.2,0.000,0.025,0.000,0.00,0.989,0.011
,1774.244,UPRIGHT,0.2500,0.0000,0.9512,504.0,119.2,0.000,0.026,0.000,0.00,0.988,0.012
,1774.247,UPRIGHT,0.2500,0.0000,0.9512,504.0,119.2,0.000,0.027,0.000,0.00,0.988,0.012
,1774.252,UPRIGHT,0.2500,0.0000,0.9512,504.0,119.2,0.000,0.028,0.000,0.00,0.987,0.013
,1774.256,UPRIGHT,0.2500,0.0000,0.9512,504.0,119.2,0.000,0.029,0.000,0.00,0.987,0.013
,1774.259,UPRIGHT,0.2500,0.0000,0.9512,504.0,119.2,0.000,0.030,0.000,0.00,0.987,0.013
,1774.264,UPRIGHT,0.2500,0.0000,0.9512,504.0,119.2,0.000,0.031,0.000,0.00,0.986,0.014
,1774.275,UPRIGHT,0.2500,0.0000,0.9512,504.0,153.0,0.000,0.047,0.000,0.00,0.979,0.021
,1774.279,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.062,0.000,0.00,0.922,0.028
,1774.284,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.064,0.000,0.00,0.971,0.029
,1774.288,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.066,0.000,0.00,0.970,0.030
,1774.306,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.073,0.000,0.00,0.967,0.033
,1774.311,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.075,0.000,0.00,0.966,0.034
,1774.316,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.077,0.000,0.00,0.965,0.035
,1774.322,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.079,0.000,0.00,0.964,0.036
,1774.326,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.081,0.000,0.00,0.964,0.036
,1774.330,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.083,0.000,0.00,0.963,0.037
,1774.338,UPRIGHT,0.2469,0.0000,0.9512,504.0,186.8,0.000,0.085,0.000,0.00,0.962,0.038
,1774.342,UPRIGHT,0.2478,0.0000,0.9512,504.0,186.8,0.000,0.087,0.000,0.00,0.904,0.039
,1774.345,UPRIGHT,0.2478,0.0000,0.9512,504.0,186.8,0.000,0.088,0.000,0.00,0.960,0.040
,1774.350,UPRIGHT,0.2478,0.0000,0.9512,504.0,186.8,0.000,0.090,0.000,0.00,0.959,0.041
,1774.370,UPRIGHT,0.2478,0.0000,0.9512,504.0,186.8,0.000,0.098,0.000,0.00,0.956,0.044
,1774.375,UPRIGHT,0.2478,0.0000,0.9512,504.0,186.8,0.000,0.100,0.000,0.00,0.955,0.045
,1774.379,UPRIGHT,0.2478,0.0000,0.9512,504.0,186.8,0.000,0.101,0.000,0.00,0.954,0.046
,1774.383,UPRIGHT,0.2478,0.0000,0.9512,504.0,186.8,0.000,0.103,0.000,0.00,0.954,0.046
,1774.387,UPRIGHT,0.2478,0.0000,0.9512,504.0,186.8,0.000,0.105,0.000,0.00,0.953,0.047
,1774.400,UPRIGHT,0.2478,0.0000,0.9512,504.0,186.8,0.000,0.110,0.000,0.00,0.951,0.049
,1774.404,UPRIGHT,0.2465,0.0000,0.9512,533.6,186.8,0.000,0.111,0.000,0.00,0.873,0.050
,1774.408,UPRIGHT,0.2465,0.0000,0.9512,533.6,186.8,0.000,0.113,0.000,0.00,0.949,0.051
,1774.415,UPRIGHT,0.2465,0.0000,0.9512,533.6,186.8,0.000,0.116,0.000,0.00,0.948,0.052
,1774.419,UPRIGHT,0.2465,0.0000,0.9512,533.6,192.6,0.000,0.120,0.000,0.00,0.946,0.054
,1774.431,UPRIGHT,0.2465,0.0000,0.9512,533.6,198.4,0.000,0.124,0.000,0.00,0.944,0.056
,1774.434,UPRIGHT,0.2465,0.0000,0.9512,533.6,198.4,0.000,0.126,0.000,0.00,0.943,0.057
,1774.439,UPRIGHT,0.2465,0.0000,0.9512,533.6,198.4,0.000,0.128,0.000,0.00,0.943,0.057
,1774.446,UPRIGHT,0.2465,0.0000,0.9512,533.6,198.4,0.000,0.131,0.000,0.00,0.941,0.059
,1774.450,UPRIGHT,0.2465,0.0000,0.9512,533.6,198.4,0.000,0.132,0.000,0.00,0.940,0.060
,1774.454,UPRIGHT,0.2465,0.0000,0.9512,533.6,198.4,0.000,0.134,0.000,0.00,0.940,0.060
,1774.462,UPRIGHT,0.2465,0.0000,0.9512,533.6,198.4,0.000,0.137,0.000,0.00,0.938,0.062
,1774.466,UPRIGHT,0.2544,0.0000,1.0000,533.6,198.4,0.000,0.139,0.000,0.00,0.538,0.062
,1774.471,UPRIGHT,0.2544,0.0000,1.0000,533.6,198.4,0.000,0.140,0.000,0.00,0.937,0.063
,1774.475,UPRIGHT,0.2544,0.0000,1.0000,533.6,198.4,0.000,0.142,0.000,0.00,0.936,0.064
,1774.493,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.150,0.000,0.00,0.933,0.067
,1774.497,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.151,0.000,0.00,0.932,0.068
,1774.508,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.156,0.000,0.00,0.930,0.070
,1774.512,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.157,0.000,0.00,0.929,0.071
,1774.517,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.159,0.000,0.00,0.929,0.071
,1774.524,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.162,0.000,0.00,0.927,0.073
,1774.540,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.168,0.000,0.00,0.924,0.076
,1774.546,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.171,0.000,0.00,0.923,0.077
,1774.551,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.173,0.000,0.00,0.922,0.078
,1774.571,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.180,0.000,0.00,0.919,0.081
,1774.577,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.183,0.000,0.00,0.918,0.082
,1774.582,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.185,0.000,0.00,0.917,0.083
,1774.586,UPRIGHT,0.2544,0.0000,1.0000,533.6,237.2,0.000,0.187,0.000,0.00,0.916,0.084
,1774.590,UPRIGHT,0.2447,0.0000,1.0000,533.6,237.2,0.000,0.188,0.000,0.00,0.727,0.085
,1774.602,UPRIGHT,0.2447,0.0000,1.0000,533.6,237.2,0.000,0.193,0.000,0.00,0.913,0.087
,1774.606,UPRIGHT,0.2447,0.0000,1.0000,533.6,237.2,0.000,0.195,0.000,0.00,0.912,0.088
,1774.610,UPRIGHT,0.2447,0.0000,1.0000,533.6,237.2,0.000,0.196,0.000,0.00,0.912,0.088
,1774.614,UPRIGHT,0.2447,0.0000,1.0000,533.6,237.2,0.000,0.198,0.000,0.00,0.911,0.089
,1774.632,UPRIGHT,0.2447,0.0000,1.0000,533.6,237.2,0.000,0.205,0.000,0.00,0.908,0.092
,1774.637,UPRIGHT,0.2447,0.0000,1.0000,533.6,237.2,0.000,0.207,0.000,0.00,0.907,0.093
,1774.648,UPRIGHT,0.2447,0.0000,1.0000,533.6,237.2,0.000,0.211,0.000,0.00,0.905,0.095
,1774.652,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.213,0.000,0.00,0.579,0.096
,1774.656,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.214,0.000,0.00,0.903,0.097
,1774.663,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.217,0.000,0.00,0.902,0.098
,1774.667,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.219,0.000,0.00,0.901,0.099
,1774.671,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.221,0.000,0.00,0.901,0.099
,1774.679,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.224,0.000,0.00,0.899,0.101
,1774.683,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.225,0.000,0.00,0.899,0.101
,1774.687,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.227,0.000,0.00,0.898,0.102
,1774.694,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.230,0.000,0.00,0.897,0.103
,1774.698,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.231,0.000,0.00,0.896,0.104
,1774.702,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.233,0.000,0.00,0.895,0.105
,1774.706,UPRIGHT,0.2284,0.0000,1.0000,567.0,237.2,0.000,0.235,0.000,0.00,0.894,0.106
,1774.726,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.242,0.000,0.00,0.295,0.109
,1774.731,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.245,0.000,0.00,0.890,0.110
,1774.736,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.246,0.000,0.00,0.889,0.111
,1774.756,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.254,0.000,0.00,0.885,0.115
,1774.763,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.257,0.000,0.00,0.884,0.116
,1774.767,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.259,0.000,0.00,0.883,0.117
,1774.787,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.267,0.000,0.00,0.880,0.120
,1774.794,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.270,0.000,0.00,0.879,0.121
,1774.799,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.272,0.000,0.00,0.878,0.122
,1774.817,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.279,0.000,0.00,0.874,0.126
,1774.821,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.281,0.000,0.00,0.874,0.126
,1774.825,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.282,0.000,0.00,0.873,0.127
,1774.832,UPRIGHT,0.2209,0.0000,1.0000,567.0,237.2,0.000,0.285,0.000,0.00,0.872,0.128
,1774.836,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.287,0.000,0.00,0.000,0.129
,1774.848,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.291,0.000,0.00,0.869,0.131
,1774.852,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.293,0.000,0.00,0.868,0.132
,1774.856,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.294,0.000,0.00,0.867,0.133
,1774.863,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.297,0.000,0.00,0.866,0.134
,1774.867,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.299,0.000,0.00,0.865,0.135
,1774.871,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.300,0.000,0.00,0.865,0.135
,1774.878,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.303,0.000,0.00,0.863,0.137
,1774.882,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.305,0.000,0.00,0.863,0.137
,1774.886,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.307,0.000,0.00,0.862,0.138
,1774.894,UPRIGHT,0.2535,0.0000,1.0000,432.0,237.2,0.000,0.310,0.000,0.00,0.861,0.139
,1774.898,UPRIGHT,0.1279,0.0000,0.6098,648.0,237.2,0.000,0.311,0.000,0.00,0.000,0.140
,1774.902,UPRIGHT,0.1279,0.0000,0.6098,648.0,237.2,0.000,0.313,0.000,0.00,0.859,0.141
,1774.910,UPRIGHT,0.1279,0.0000,0.6098,648.0,237.2,0.000,0.316,0.000,0.00,0.858,0.142
,1774.913,UPRIGHT,0.1279,0.0000,0.6098,648.0,237.2,0.000,0.317,0.000,0.00,0.857,0.143
,1774.917,UPRIGHT,0.1279,0.0000,0.6098,648.0,237.2,0.000,0.319,0.000,0.00,0.856,0.144
,1774.925,UPRIGHT,0.1279,0.0000,0.6098,648.0,237.2,0.000,0.322,0.000,0.00,0.855,0.145
,1774.941,UPRIGHT,0.1279,0.0000,0.6098,648.0,237.2,0.000,0.329,0.000,0.00,0.852,0.148
,1774.946,UPRIGHT,0.1279,0.0000,0.6098,648.0,237.2,0.000,0.331,0.000,0.00,0.851,0.149
,1774.956,UPRIGHT,0.1279,0.0000,0.6098,648.0,237.2,0.000,0.335,0.000,0.00,0.849,0.151
,1774.961,UPRIGHT,0.1526,0.0244,0.9756,907.2,237.2,0.000,0.337,0.000,0.00,0.000,0.152
,1774.966,UPRIGHT,0.1526,0.0244,0.9756,907.2,237.2,0.000,0.339,0.000,0.00,0.848,0.152
,1774.972,UPRIGHT,0.1526,0.0244,0.9756,907.2,237.2,0.000,0.341,0.000,0.00,0.847,0.153
,1774.976,UPRIGHT,0.1526,0.0244,0.9756,907.2,237.2,0.000,0.342,0.000,0.00,0.846,0.154
,1774.981,UPRIGHT,0.1526,0.0244,0.9756,907.2,237.2,0.000,0.345,0.000,0.00,0.845,0.155
,1774.986,UPRIGHT,0.1526,0.0244,0.9756,907.2,237.2,0.000,0.346,0.000,0.00,0.844,0.156
,1775.003,UPRIGHT,0.1526,0.0244,0.9756,907.2,237.2,0.000,0.353,0.000,0.00,0.841,0.159
,1775.008,UPRIGHT,0.1526,0.0244,0.9756,907.2,237.2,0.000,0.355,0.000,0.00,0.840,0.160
,1775.019,UPRIGHT,0.1526,0.0244,0.9756,907.2,237.2,0.000,0.360,0.000,0.00,0.838,0.162
,1775.023,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.362,0.000,0.00,0.000,0.163
,1775.028,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.363,0.000,0.00,0.837,0.163
,1775.032,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.365,0.000,0.00,0.836,0.164
,1775.051,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.372,0.000,0.00,0.832,0.168
,1775.056,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.375,0.000,0.00,0.831,0.169
,1775.061,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.376,0.000,0.00,0.831,0.169
,1775.065,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.378,0.000,0.00,0.830,0.170
,1775.081,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.384,0.000,0.00,0.827,0.173
,1775.086,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.387,0.000,0.00,0.826,0.174
,1775.096,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.391,0.000,0.00,0.824,0.176
,1775.101,UPRIGHT,0.1314,0.0000,0.6098,648.0,237.2,0.000,0.393,0.000,0.00,0.823,0.177
,1775.112,UPRIGHT,0.1314,0.0000,0.6098,648.0,266.8,0.000,0.397,0.000,0.00,0.821,0.179
,1775.118,UPRIGHT,0.1314,0.0000,0.6098,648.0,266.8,0.000,0.399,0.000,0.00,0.820,0.180
